搜尋關鍵字,播放清單名稱,播放清單ID,播放清單連結
回憶 搖滾,英語歌唱比賽媽媽樂幹,30Q0ijUASh2aLjhJFEtsbd,https://open.spotify.com/playlist/30Q0ijUASh2aLjhJFEtsbd
回憶 搖滾,伍佰 & China Blue ｜Legacy TERA搖滾音樂會歌單,6WfZbEoPYFWWR3HnFrpJQL,https://open.spotify.com/playlist/6WfZbEoPYFWWR3HnFrpJQL
回憶 搖滾,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 嘻哈,青春回憶嘻哈夜店,52dzC4lktnNBLtY3urWuJ8,https://open.spotify.com/playlist/52dzC4lktnNBLtY3urWuJ8
回憶 嘻哈,「失序場」不藏私音樂清單,4bvtIuKDYlaUUEsfPxQ128,https://open.spotify.com/playlist/4bvtIuKDYlaUUEsfPxQ128
回憶 電子,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 古典,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 爵士,爵士。早午餐。咖啡,3VZTAD5M7zsj0s5L6alC8d,https://open.spotify.com/playlist/3VZTAD5M7zsj0s5L6alC8d
回憶 爵士,爵樂女伶的慢板,1atHIKMs5HJMLwnKsIIeeN,https://open.spotify.com/playlist/1atHIKMs5HJMLwnKsIIeeN
回憶 爵士,Leaf And Stream-60‘-80‘回顧20210611,6LDMn8cHfbX4uOMCoy0can,https://open.spotify.com/playlist/6LDMn8cHfbX4uOMCoy0can
回憶 藍調,90's出生的台灣人聽什麼 Mandarin  songs for the 90’s born Taiwanese ,1DDCTI0cA7156dFREQnpTx,https://open.spotify.com/playlist/1DDCTI0cA7156dFREQnpTx
回憶 藍調,致那些在暖男時代比較吃虧的暖女們,2xlfgzWh264kzrJFazxsrl,https://open.spotify.com/playlist/2xlfgzWh264kzrJFazxsrl
回憶 藍調,80年代華語金曲 Back To The 80’s  和你一起復刻回憶,4SoI2r3j4j6yepNmnJOoM4,https://open.spotify.com/playlist/4SoI2r3j4j6yepNmnJOoM4
回憶 藍調,電視兒童的回憶像飄著的藍襯衫,1zAY7vdBIiQw0ZzmWDTt5f,https://open.spotify.com/playlist/1zAY7vdBIiQw0ZzmWDTt5f
回憶 藍調,April 2025: 愛是快樂的事情。,3HrAqYqOSBoQGIivUXM9vA,https://open.spotify.com/playlist/3HrAqYqOSBoQGIivUXM9vA
回憶 R&B,開車絕對唱到醒 ,6spBSUbFUlhDmIviqoHpva,https://open.spotify.com/playlist/6spBSUbFUlhDmIviqoHpva
回憶 重金屬,粤语流行音樂金榜,6LGHM1nMCJvtu42aUUdNqy,https://open.spotify.com/playlist/6LGHM1nMCJvtu42aUUdNqy
回憶 靈魂,致那些在暖男時代比較吃虧的暖女們,2xlfgzWh264kzrJFazxsrl,https://open.spotify.com/playlist/2xlfgzWh264kzrJFazxsrl
回憶 靈魂,深夜﹒回憶,0drLz1X0Utb5Dz1rTvJNq0,https://open.spotify.com/playlist/0drLz1X0Utb5Dz1rTvJNq0
回憶 獨立音樂,「失序場」不藏私音樂清單,4bvtIuKDYlaUUEsfPxQ128,https://open.spotify.com/playlist/4bvtIuKDYlaUUEsfPxQ128
悠閒 流行,日本動畫電影戲劇游戲流行鋼琴曲/ Japanese Anime films Games Pop Piano BGM,74m3Qte7XRDFb10YcgM9a2,https://open.spotify.com/playlist/74m3Qte7XRDFb10YcgM9a2
悠閒 爵士,渡假放鬆輕爵士 Jazz & Bossa Vacation Music,0Udg4PK527sPTsJylq0q2X,https://open.spotify.com/playlist/0Udg4PK527sPTsJylq0q2X
悠閒 R&B,放鬆木吉他  Relaxing Acoustic Guitar Music,3ZqI14L87PJJSF5aV9qsV5,https://open.spotify.com/playlist/3ZqI14L87PJJSF5aV9qsV5
悠閒 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
悠閒 舞曲,輕鬆不插電,6lqiAAzdUs1LUBqcoJSRXB,https://open.spotify.com/playlist/6lqiAAzdUs1LUBqcoJSRXB
悠閒 靈魂,靈魂悠閒mellow迷幻復古慵懶,5lMZ6egTmYcRsG7Os1D6KP,https://open.spotify.com/playlist/5lMZ6egTmYcRsG7Os1D6KP
孤獨 流行,台灣流行歌曲鋼琴音樂 Taiwan Pop Piano Instrumental,3FUFVoC4VnwiMNmE7jbOUm,https://open.spotify.com/playlist/3FUFVoC4VnwiMNmE7jbOUm
孤獨 流行,最好聽閩南台語歌曲 Best Minnan Hokkien and Taiwanese Songs,7IewS40UX5iWouGGCSU3V0,https://open.spotify.com/playlist/7IewS40UX5iWouGGCSU3V0
孤獨 流行,治愈中文流行鋼琴音樂 Soothing Piano Cover Mandarin Pop Songs 🎹,0NbLDjbrJUVz8heso1Uqwz,https://open.spotify.com/playlist/0NbLDjbrJUVz8heso1Uqwz
孤獨 流行,烟嗓伤情歌,2wWFeogwlYNcYFxe92rmNy,https://open.spotify.com/playlist/2wWFeogwlYNcYFxe92rmNy
孤獨 流行,日本動畫電影戲劇游戲流行鋼琴曲/ Japanese Anime films Games Pop Piano BGM,74m3Qte7XRDFb10YcgM9a2,https://open.spotify.com/playlist/74m3Qte7XRDFb10YcgM9a2
孤獨 搖滾,孤獨搖滾｜ぼっち・ざ・ろっく！｜Bocchi the Rock !,2yrCsys7uTEMQ6ex5vjieU,https://open.spotify.com/playlist/2yrCsys7uTEMQ6ex5vjieU
孤獨 搖滾,孤獨搖滾全曲目,7iNDQZL4SmRoWVwxwANCss,https://open.spotify.com/playlist/7iNDQZL4SmRoWVwxwANCss
孤獨 搖滾,孤獨搖滾！ OP ED OST,3kUiX4VR4971ukNjAegCuG,https://open.spotify.com/playlist/3kUiX4VR4971ukNjAegCuG
孤獨 搖滾,超好聽日文歌 日本動漫歌,08z9xoyVBkavl1FTvzPU61,https://open.spotify.com/playlist/08z9xoyVBkavl1FTvzPU61
孤獨 搖滾,【總集篇歌曲 新增！】孤獨搖滾！,20GZfqL6P7hmLfOTnXSEEo,https://open.spotify.com/playlist/20GZfqL6P7hmLfOTnXSEEo
孤獨 嘻哈,Hip Hop V - 嘻哈寶典 Give Me 5,31MGSeLlhBXauLCUSw7D7n,https://open.spotify.com/playlist/31MGSeLlhBXauLCUSw7D7n
孤獨 嘻哈,NCT 127 HIP-HOP TRACKS ♪,4eaUB4Xw0QuWawk1WywVgO,https://open.spotify.com/playlist/4eaUB4Xw0QuWawk1WywVgO
孤獨 嘻哈,「失序場」不藏私音樂清單,4bvtIuKDYlaUUEsfPxQ128,https://open.spotify.com/playlist/4bvtIuKDYlaUUEsfPxQ128
孤獨 電子,最受歡迎香港中文歌曲 Top Hong Kong Chinese Songs,5gszyFVE6AiwcomCpYMFxZ,https://open.spotify.com/playlist/5gszyFVE6AiwcomCpYMFxZ
孤獨 民謠,最好聽閩南台語歌曲 Best Minnan Hokkien and Taiwanese Songs,7IewS40UX5iWouGGCSU3V0,https://open.spotify.com/playlist/7IewS40UX5iWouGGCSU3V0
孤獨 民謠,北歐櫥窗 × 林貓王：好自在的居家音樂,0070i9QptHTNqi2DFwsDFU,https://open.spotify.com/playlist/0070i9QptHTNqi2DFwsDFU
孤獨 民謠,大半夜趕報告趕作品很煩捏,2skLicYQzXeXarWsXUcmjV,https://open.spotify.com/playlist/2skLicYQzXeXarWsXUcmjV
孤獨 民謠,原創歌曲 Original Song | Jesse T,0ISaaqWJP0LI3lGTJokbNT,https://open.spotify.com/playlist/0ISaaqWJP0LI3lGTJokbNT
孤獨 古典,【中國風】超好聽的中國古典音樂 (古箏、琵琶、竹笛、二胡) 中國風純音樂的獨特韻味 - 古箏音樂 放鬆心情 安靜音樂 长笛音乐结合古筝 - Traditional Chinese Music,4hWHalElsbaYY1UOEwyIXA,https://open.spotify.com/playlist/4hWHalElsbaYY1UOEwyIXA
孤獨 古典,【中國風】超好聽的中國古典音樂 (古箏、琵琶、竹笛、二胡) 中國風純音樂的獨特韻味 - 古箏音樂 放鬆心情 安靜音樂 长笛音乐结合古筝 - Traditional Chinese Music,7dEPIx3TjmdliULZv9P7D4,https://open.spotify.com/playlist/7dEPIx3TjmdliULZv9P7D4
孤獨 古典,琵琶獨奏,4pOe0MknhxuPBb91GfuNzU,https://open.spotify.com/playlist/4pOe0MknhxuPBb91GfuNzU
孤獨 古典,DECCA古典．留聲傳奇,2RhywhH5ceKq88QWDxh6fb,https://open.spotify.com/playlist/2RhywhH5ceKq88QWDxh6fb
孤獨 古典,久石讓難忘的音樂 2025  Music by Joe Hisaishi,5A4CG6C9QEOZBi8MEKeOj5,https://open.spotify.com/playlist/5A4CG6C9QEOZBi8MEKeOj5
孤獨 爵士,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
孤獨 爵士,中文爵士流行歌曲 2024 Chinese Pop Jazz,2kjlC6o0e1pc32QPbulYem,https://open.spotify.com/playlist/2kjlC6o0e1pc32QPbulYem
孤獨 爵士,Retro Chinese City Pop: 復古風中文城市流行 中文citypop,1rgJawBh8VlriQFKXxYoRC,https://open.spotify.com/playlist/1rgJawBh8VlriQFKXxYoRC
孤獨 爵士,頹頹精選,5P0rNCi9C0uBEpodojyN7L,https://open.spotify.com/playlist/5P0rNCi9C0uBEpodojyN7L
孤獨 爵士,最受歡迎香港中文歌曲 Top Hong Kong Chinese Songs,5gszyFVE6AiwcomCpYMFxZ,https://open.spotify.com/playlist/5gszyFVE6AiwcomCpYMFxZ
孤獨 藍調,蔡健雅 _情歌精選,6ATgi9h7pxWWr4x67qpepy,https://open.spotify.com/playlist/6ATgi9h7pxWWr4x67qpepy
孤獨 藍調,超好聽日文歌 日本動漫歌,08z9xoyVBkavl1FTvzPU61,https://open.spotify.com/playlist/08z9xoyVBkavl1FTvzPU61
孤獨 藍調,都是我喜歡的歌而且跟我的人生一樣亂成一團,4YA6AQKseWnu3Uze7EfOKE,https://open.spotify.com/playlist/4YA6AQKseWnu3Uze7EfOKE
孤獨 藍調,[KKBOX]ㄧ個人的孤單，靜靜地聽歌就沒事了。 / 2024-12-27,7qQtpaVDfT7HupuUHC3VZT,https://open.spotify.com/playlist/7qQtpaVDfT7HupuUHC3VZT
孤獨 藍調,跟著🅐🅛🅘好好玩《創意鍵盤》圈圈Ｉ,1lcx7AtT4Cjg0SHpPs77k5,https://open.spotify.com/playlist/1lcx7AtT4Cjg0SHpPs77k5
孤獨 R&B,手持冰咖啡散步東京（隨時更新）,6saBjWhUZOBeSsUuVVfhP1,https://open.spotify.com/playlist/6saBjWhUZOBeSsUuVVfhP1
孤獨 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
孤獨 R&B,台灣流行歌曲鋼琴音樂 Taiwan Pop Piano Instrumental,3FUFVoC4VnwiMNmE7jbOUm,https://open.spotify.com/playlist/3FUFVoC4VnwiMNmE7jbOUm
孤獨 靈魂,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
孤獨 靈魂,時代少年團     TF3代   T.O.P登陸少年組合（all ）（我把ㄧ些無法播放的音檔刪了所以現在變成只有67小時多而已）,6GCNanmztNGOwj89tzakvI,https://open.spotify.com/playlist/6GCNanmztNGOwj89tzakvI
孤獨 靈魂,Dark Melody - Horror  Artistic inspiration 萬物沉寂 (Painting Use)  Creepy Music,3HTCuhh6vi7YrYnr4JhrgU,https://open.spotify.com/playlist/3HTCuhh6vi7YrYnr4JhrgU
孤獨 鋼琴,ㄧ個人的孤單，靜靜地聽歌就沒事了。 #獨處 #安靜,5A1UdWLfrdCWaIIJN8AQId,https://open.spotify.com/playlist/5A1UdWLfrdCWaIIJN8AQId
孤獨 鋼琴,[KKBOX]ㄧ個人的孤單，靜靜地聽歌就沒事了。 / 2024-12-27,7qQtpaVDfT7HupuUHC3VZT,https://open.spotify.com/playlist/7qQtpaVDfT7HupuUHC3VZT
孤獨 鋼琴,20221219 鋼琴巨星趙成珍獨奏會,1sWm0uAZ49E8trm4FLF0pM,https://open.spotify.com/playlist/1sWm0uAZ49E8trm4FLF0pM
孤獨 吉他,Taiwanese Bands,1ZbgXWRpYTcbfsZbGbpVfF,https://open.spotify.com/playlist/1ZbgXWRpYTcbfsZbGbpVfF
孤獨 獨立音樂,獨立新浪潮,4z0LnJTeb1BS0b6gxqvXyx,https://open.spotify.com/playlist/4z0LnJTeb1BS0b6gxqvXyx
孤獨 獨立音樂,獨立樂團不用滑,3jH7xQn0Ygl0E24RsMV5ay,https://open.spotify.com/playlist/3jH7xQn0Ygl0E24RsMV5ay
孤獨 獨立音樂,台語獨立音樂,2yi7bC507noiiUJ2GpuZ9D,https://open.spotify.com/playlist/2yi7bC507noiiUJ2GpuZ9D
自由 流行,中国民谣,1TvINqCKSAJo87PgoTMwB9,https://open.spotify.com/playlist/1TvINqCKSAJo87PgoTMwB9
自由 流行,Aiuanyu 愛灣語流行電臺,5X2giMLXlE2YWj3ZoRMk3U,https://open.spotify.com/playlist/5X2giMLXlE2YWj3ZoRMk3U
自由 流行,自由,5IKZCDGSJoZ2fMDpw1vHyy,https://open.spotify.com/playlist/5IKZCDGSJoZ2fMDpw1vHyy
自由 流行,邦ロック好きなら知っておくべき注目バンド,6izk38gP5syQf12BrtKnD0,https://open.spotify.com/playlist/6izk38gP5syQf12BrtKnD0
自由 流行,準備中に聞きたい,4ePmeFKx5knk2j22lKaCl2,https://open.spotify.com/playlist/4ePmeFKx5knk2j22lKaCl2
自由 古典,古典音律｜｜汉尼拔的深夜食堂,4K0smTNZELUs5cUa2vWaD7,https://open.spotify.com/playlist/4K0smTNZELUs5cUa2vWaD7
自由 古典,✨浪漫主义与星辰海波,30yyY8QqgovmlT9dOYXcn3,https://open.spotify.com/playlist/30yyY8QqgovmlT9dOYXcn3
自由 爵士,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
自由 爵士,器乐爵士|演奏的自由,6o5ezFzQUYFAeuC3T87MNW,https://open.spotify.com/playlist/6o5ezFzQUYFAeuC3T87MNW
自由 爵士,自由爵士,7gKX5OIFlpMNbC0nJIeA97,https://open.spotify.com/playlist/7gKX5OIFlpMNbC0nJIeA97
自由 爵士,村上春樹の爵士情緣,4UQWsmof1IOpferYwlm9PG,https://open.spotify.com/playlist/4UQWsmof1IOpferYwlm9PG
自由 藍調,茄子蛋 EggPlantEgg｜必聽精選 TOP HITS,6eLXSGcyDZtOJUoIt9Fv4d,https://open.spotify.com/playlist/6eLXSGcyDZtOJUoIt9Fv4d
自由 R&B,進撃の巨人/進擊的巨人 OP&ED全曲,7e14hoSgwTY0wxnyVYiLTX,https://open.spotify.com/playlist/7e14hoSgwTY0wxnyVYiLTX
自由 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
自由 舞曲,🎵自由舞曲🎵,7okMPfERgbhNSlBZfJUsDx,https://open.spotify.com/playlist/7okMPfERgbhNSlBZfJUsDx
自由 舞曲,✨浪漫主义与星辰海波,30yyY8QqgovmlT9dOYXcn3,https://open.spotify.com/playlist/30yyY8QqgovmlT9dOYXcn3
自由 鄉村,鄉村呢喃 自由和溫柔,4wm6kEtYlrAEKPI8tahzeI,https://open.spotify.com/playlist/4wm6kEtYlrAEKPI8tahzeI
自由 靈魂,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
自由 靈魂,自由靈魂,7eywEfPIXlXUgpXYpyoH1P,https://open.spotify.com/playlist/7eywEfPIXlXUgpXYpyoH1P
自由 靈魂,《哲仁王后》韓劇原聲帶,4E0eQmgxcGO522SuUXuQ3T,https://open.spotify.com/playlist/4E0eQmgxcGO522SuUXuQ3T
自由 獨立音樂,獨立樂團不用滑,3jH7xQn0Ygl0E24RsMV5ay,https://open.spotify.com/playlist/3jH7xQn0Ygl0E24RsMV5ay
自由 獨立音樂,獨立樂團 - 2024,7Ag2hD5Yb0RIWUU6WLciLG,https://open.spotify.com/playlist/7Ag2hD5Yb0RIWUU6WLciLG
自由 獨立音樂,獨立新浪潮,4z0LnJTeb1BS0b6gxqvXyx,https://open.spotify.com/playlist/4z0LnJTeb1BS0b6gxqvXyx
自由 獨立音樂,台灣獨立樂團 Taiwan Indie,3upyMrBS7dcAzBzFznQIRs,https://open.spotify.com/playlist/3upyMrBS7dcAzBzFznQIRs
釋放 流行,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
釋放 流行,治愈中英文流行鋼琴音樂 Soothing Piano Cover Mandarin & English Pop Songs 🎹,5MEfvlwXt4IHykG1twWwRO,https://open.spotify.com/playlist/5MEfvlwXt4IHykG1twWwRO
釋放 流行,任然好聽歌,2cUgJibLVRJny5waoWfoBL,https://open.spotify.com/playlist/2cUgJibLVRJny5waoWfoBL
釋放 搖滾,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
釋放 民謠,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
釋放 古典,馬友友 Yo-Yo Ma 古典主打星,0cEJhpoIEJ2jfFfjS4mXF1,https://open.spotify.com/playlist/0cEJhpoIEJ2jfFfjS4mXF1
釋放 爵士,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
釋放 爵士,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
釋放 爵士,馬友友 Yo-Yo Ma 古典主打星,0cEJhpoIEJ2jfFfjS4mXF1,https://open.spotify.com/playlist/0cEJhpoIEJ2jfFfjS4mXF1
釋放 藍調,我們心裡的梁靜茹：陪我們為愛傷痛，愛過的情歌。,4LhPdUZmJsjcFNFuhBxccR,https://open.spotify.com/playlist/4LhPdUZmJsjcFNFuhBxccR
釋放 藍調,iX1-TWC 夢幻女聲,5AbWuuhXbmtefinBXjb2VI,https://open.spotify.com/playlist/5AbWuuhXbmtefinBXjb2VI
釋放 R&B,最好聽翻唱歌曲 Best Chinese Cover Songs,0qjQFOmCLgm9xomrzEWqSF,https://open.spotify.com/playlist/0qjQFOmCLgm9xomrzEWqSF
釋放 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
釋放 R&B,治愈中英文流行鋼琴音樂 Soothing Piano Cover Mandarin & English Pop Songs 🎹,5MEfvlwXt4IHykG1twWwRO,https://open.spotify.com/playlist/5MEfvlwXt4IHykG1twWwRO
釋放 靈魂,爵士小酒館,6LX7rhdp7WRa2g9NqW2cL0,https://open.spotify.com/playlist/6LX7rhdp7WRa2g9NqW2cL0
釋放 靈魂,心靈安定劑,01GUkb3lNrOddMBHqI3AlL,https://open.spotify.com/playlist/01GUkb3lNrOddMBHqI3AlL
釋放 靈魂,靈魂釋放,5cdmbRCIWoGWphS0l8Ff8r,https://open.spotify.com/playlist/5cdmbRCIWoGWphS0l8Ff8r
釋放 吉他,滾石40撞樂隊 翻唱與原唱 完整合輯,7qYhwZkhGucu2AXQ9d1x85,https://open.spotify.com/playlist/7qYhwZkhGucu2AXQ9d1x85
幸福 流行,七年級生的華語回憶電台,5Nbcat9lhErd51SB5Uvz7B,https://open.spotify.com/playlist/5Nbcat9lhErd51SB5Uvz7B
幸福 流行,中国民谣,1TvINqCKSAJo87PgoTMwB9,https://open.spotify.com/playlist/1TvINqCKSAJo87PgoTMwB9
幸福 流行,悲伤情歌 Top Hit Mandarin Songs 2024 - 最新流行好听伤心歌曲,6cjUZ0GhLFYsOA09Yj5DBa,https://open.spotify.com/playlist/6cjUZ0GhLFYsOA09Yj5DBa
幸福 嘻哈,Hip Hop Luv(嘻哈寶典談戀愛),7xaxlv2xZDEUlsBpulbXgT,https://open.spotify.com/playlist/7xaxlv2xZDEUlsBpulbXgT
幸福 電子,Hip Hop Luv(嘻哈寶典談戀愛),7xaxlv2xZDEUlsBpulbXgT,https://open.spotify.com/playlist/7xaxlv2xZDEUlsBpulbXgT
幸福 古典,為自己的幸福加油 輕鬆古典,4IUXZ6dvNyciQ6E6ODDPGA,https://open.spotify.com/playlist/4IUXZ6dvNyciQ6E6ODDPGA
幸福 藍調,周興哲（如果雨之後-愛在身邊-愛 教會我們的事-學著愛)+Eric編曲,0NcKYwcUIwRlyF9QX5uV9G,https://open.spotify.com/playlist/0NcKYwcUIwRlyF9QX5uV9G
幸福 藍調,Hip Hop Luv(嘻哈寶典談戀愛),7xaxlv2xZDEUlsBpulbXgT,https://open.spotify.com/playlist/7xaxlv2xZDEUlsBpulbXgT
幸福 藍調,这或许就是人生,5ww5btfcN0cCcAYzJ22yts,https://open.spotify.com/playlist/5ww5btfcN0cCcAYzJ22yts
幸福 R&B,梁文音｜情歌精選,1OgmKEXNAubFBdl226XSGB,https://open.spotify.com/playlist/1OgmKEXNAubFBdl226XSGB
幸福 R&B,英文抒情R&B,5PbJPOYZclXdzcvD22jq4P,https://open.spotify.com/playlist/5PbJPOYZclXdzcvD22jq4P
幸福 靈魂,Hip Hop Luv(嘻哈寶典談戀愛),7xaxlv2xZDEUlsBpulbXgT,https://open.spotify.com/playlist/7xaxlv2xZDEUlsBpulbXgT
幸福 獨立音樂,獨立樂團不用滑,3jH7xQn0Ygl0E24RsMV5ay,https://open.spotify.com/playlist/3jH7xQn0Ygl0E24RsMV5ay
成長 流行,陪七八年級生長大的歌,3kKALvUubtPlq1Mioobwgt,https://open.spotify.com/playlist/3kKALvUubtPlq1Mioobwgt
成長 流行,七年級生台灣流行 Mando Pop,3VvRxmhU0xoR8KdhE5EP6m,https://open.spotify.com/playlist/3VvRxmhU0xoR8KdhE5EP6m
成長 流行,陪著90後成長的廣東流行曲,5HLHXnZdVGdDaY6gS5fb6e,https://open.spotify.com/playlist/5HLHXnZdVGdDaY6gS5fb6e
成長 流行,陪著90後成長的廣東流行曲,6my2wZwvHL3y8VraczNATW,https://open.spotify.com/playlist/6my2wZwvHL3y8VraczNATW
成長 流行,陪著90後成長的廣東流行曲:12/1/2023,4ZJ0GfjkqArrV534A0dlb9,https://open.spotify.com/playlist/4ZJ0GfjkqArrV534A0dlb9
成長 民謠,原創歌曲 Original Song | Jesse T,0ISaaqWJP0LI3lGTJokbNT,https://open.spotify.com/playlist/0ISaaqWJP0LI3lGTJokbNT
成長 古典,寶寶潛能開發音樂 胎教古典音樂  Baby Brain Development Music ＆  Pregnancy Music,5jDPDRS4XaqwecgrsdpFrO,https://open.spotify.com/playlist/5jDPDRS4XaqwecgrsdpFrO
成長 藍調,愛唱歌親子演唱會《米卡勇闖魔法夢奇地》,5J34xnU4i8pEGKBhAzPXAl,https://open.spotify.com/playlist/5J34xnU4i8pEGKBhAzPXAl
成長 藍調,《 俗女養成記2 》俗女2  完整台劇原聲帶 OST ,5FBEgiXmjDefAkyuTHxnw4,https://open.spotify.com/playlist/5FBEgiXmjDefAkyuTHxnw4
成長 藍調,六年級愛情歌,5UUyHVtfu28RDtnS6uxpMX,https://open.spotify.com/playlist/5UUyHVtfu28RDtnS6uxpMX
成長 藍調,🇨🇳 神隱 OST,5EsGGd4JDDrHrpnDUZsPF0,https://open.spotify.com/playlist/5EsGGd4JDDrHrpnDUZsPF0
成長 藍調,微涼之夏「商業電台65週年廣播劇」Soundtrack,0lEYjx7Et1qhKtXanXllkv,https://open.spotify.com/playlist/0lEYjx7Et1qhKtXanXllkv
成長 R&B,愛唱歌親子演唱會《米卡勇闖魔法夢奇地》,5J34xnU4i8pEGKBhAzPXAl,https://open.spotify.com/playlist/5J34xnU4i8pEGKBhAzPXAl
成長 環境音樂,寶寶潛能開發音樂 胎教古典音樂  Baby Brain Development Music ＆  Pregnancy Music,5jDPDRS4XaqwecgrsdpFrO,https://open.spotify.com/playlist/5jDPDRS4XaqwecgrsdpFrO
成長 獨立音樂,原創歌曲 Original Song | Jesse T,0ISaaqWJP0LI3lGTJokbNT,https://open.spotify.com/playlist/0ISaaqWJP0LI3lGTJokbNT
